ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
260418_s_at	0.004089	4.28E-05	-4.86266561	2.135919	1.06524986	COX19-2///COX19-1	cytochrome c oxidase 19-2///cytochrome c oxidase 19-1
266267_at	0.0040945	4.31E-05	-4.86061474	2.130731	1.06442996	GSTU4	glutathione S-transferase tau 4
246885_at	0.0041954	4.43E-05	4.85006601	2.104046	1.06438086	AT5G26230	membrane-associated kinase regulator
255341_at	0.0042466	4.50E-05	-4.84404242	2.088809	1.0636913	CRK37	cysteine-rich receptor-like protein kinase 37
246305_at	0.0042503	4.53E-05	-4.84218783	2.084118	1.06308666	AT3G51890	Clathrin light chain protein
252908_at	0.0042564	4.57E-05	-4.83837487	2.074473	1.062399	AT4G39670	glycolipid transfer protein
259479_at	0.0042564	4.59E-05	-4.83671025	2.070262	1.0621533	AT1G19020	hypothetical protein
263704_at	0.0042564	4.61E-05	-4.83549328	2.067184	1.05878936	AT1G31130	hypothetical protein
255039_at	0.0042564	4.61E-05	-4.83543357	2.067033	1.05829243	CPK4	calcium-dependent protein kinase 4
263505_s_at	0.0042564	4.64E-05	-4.83303969	2.060978	1.05691705	ArthMp081///AT2G07678	hypothetical protein///hypothetical protein
246368_at	0.0042564	4.64E-05	-4.83259634	2.059856	1.0558774	AT1G51890	probable LRR receptor-like protein kinase
263401_at	0.0043443	4.78E-05	-4.82218708	2.033527	1.05378954	AT2G04070	MATE efflux family protein
248698_at	0.0043443	4.78E-05	-4.82205897	2.033203	1.05231274	BIR1	BAK1-interacting receptor-like kinase BIR1
259561_at	0.0043625	4.82E-05	-4.81903377	2.025551	1.05218368	WAK1	wall-associated receptor kinase 1
246870_at	0.0043991	4.88E-05	-4.81447106	2.014011	1.05041824	FC1	ferrochelatase 1
254038_at	0.0044087	4.92E-05	4.81108549	2.005448	1.04986664	NFU3	NifU-like protein 3
258436_at	0.0044087	4.93E-05	-4.81074436	2.004586	1.04941684	ATL2	RING-H2 finger protein ATL2
255558_at	0.0044416	4.99E-05	4.80616662	1.993008	1.0452981	GLB1	GLNB1-like protein
259385_at	0.0044416	5.00E-05	-4.80508683	1.990277	1.04395016	AT1G13470	hypothetical protein
250125_at	0.0044456	5.03E-05	4.80331097	1.985785	1.0421496	CAC1	chloroplastic acetylcoenzyme A carboxylase 1
254303_at	0.0044536	5.07E-05	4.80050438	1.978687	1.0414118	AT4G22830	hypothetical protein
249331_at	0.0044536	5.07E-05	4.79977874	1.976852	1.04104096	RPL27	50S ribosomal protein L27
261650_at	0.0044556	5.10E-05	-4.79818853	1.97283	1.04017218	ACA1	autoinhibited Ca2+-ATPase 1
253954_at	0.0044595	5.12E-05	-4.79644748	1.968427	1.03966332	ACO2	aconitase 2
265716_at	0.0044887	5.21E-05	4.79010683	1.952392	1.03954485	AT2G03350	hypothetical protein
248285_at	0.0044887	5.22E-05	4.7891916	1.950078	1.03954414	AT5G52960	hypothetical protein
261518_at	0.0044887	5.23E-05	4.7886998	1.948834	1.03941883	AT1G71695	peroxidase 12
254318_at	0.0044887	5.23E-05	-4.78840006	1.948076	1.03822316	AT4G22530	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein
259287_at	0.0045045	5.27E-05	4.78552459	1.940804	1.03497793	AT3G11490	rac GTPase activating protein
247493_at	0.0045045	5.29E-05	-4.78431883	1.937755	1.03407723	AT5G61910///BON1	Development and Cell Death domain-containing protein///copine-like protein BONZAI 1
251141_at	0.0045211	5.35E-05	4.78058906	1.928323	1.03367542	AT5G01075	Glycosyl hydrolase family 35 protein
249197_at	0.0045211	5.35E-05	-4.78019979	1.927339	1.03362585	CML37	calcium-binding protein CML37
267614_at	0.0045801	5.46E-05	4.77277731	1.90857	1.03221471	BAS1	cytochrome P450 734A1
266752_at	0.0045801	5.46E-05	-4.77265822	1.908269	1.03111369	ABCB4	auxin efflux transmembrane transporter MDR4
258643_at	0.0045857	5.49E-05	4.77084555	1.903685	1.03068356	ATAB2	protein ATAB2
246993_at	0.0045872	5.51E-05	-4.76936715	1.899947	1.02622423	ZF1	zinc-finger protein 1
257101_at	0.0045919	5.54E-05	-4.76763294	1.895562	1.02492034	RLP42	receptor like protein 42
265067_at	0.0046021	5.57E-05	-4.76546674	1.890085	1.02428576	AT1G03850	glutaredoxin ATGRXS13
259626_at	0.0046308	5.62E-05	-4.76181764	1.880858	1.02276309	BZIP60	bZIP transcription factor 60
259925_at	0.0046578	5.70E-05	-4.75686755	1.868343	1.02254667	PR5	pathogenesis-related protein 5
248420_at	0.0046578	5.70E-05	4.75679064	1.868148	1.01948877	AT5G51560	leucine-rich repeat protein kinase
245738_at	0.0046578	5.72E-05	-4.75566671	1.865307	1.01911158	AT1G44130	aspartyl protease family protein
245190_at	0.0046913	5.79E-05	4.7511719	1.853943	1.01673288	AT1G67690	zincin-like metalloproteases-like protein
249969_at	0.0046913	5.80E-05	4.75037337	1.851924	1.01512477	AT5G19090	heavy metal transport/detoxification domain-containing protein
254247_at	0.0047789	5.93E-05	-4.74191069	1.830529	1.01445265	CRK18	cysteine-rich receptor-like protein kinase 18
264467_at	0.0047789	5.95E-05	-4.74082287	1.827779	1.01383793	AT1G10140	hypothetical protein
257769_at	0.0047789	6.01E-05	4.73747649	1.81932	1.01312268	IAA7	auxin-responsive protein IAA7
257750_at	0.0047789	6.01E-05	4.73691134	1.817891	1.01206412	AT3G18800	hypothetical protein
257840_at	0.0047789	6.04E-05	-4.73561053	1.814603	1.01060769	AGC2-1	"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
261338_at	0.0047789	6.05E-05	4.73469547	1.81229	1.0088762	AT1G44920	hypothetical protein
255283_at	0.0047789	6.06E-05	-4.7342726	1.811221	1.00874798	ATG8B	autophagy-related protein 8b
250264_at	0.0047789	6.08E-05	-4.73313637	1.808349	1.00507727	AT5G12890	UDP-glycosyltransferase 92A1
258649_at	0.0047889	6.11E-05	-4.73108424	1.803162	1.00450576	CDC48	cell division control protein 48-A
250366_at	0.0048337	6.19E-05	4.72635918	1.791218	1.00418455	AT5G11420	hypothetical protein
265120_at	0.0048725	6.28E-05	4.72093004	1.777495	1.00357321	KAS III	3-ketoacyl-acyl carrier protein synthase III
265400_at	0.0048725	6.28E-05	4.72065656	1.776804	1.00336878	AT2G10940	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
248853_at	0.0048725	6.30E-05	4.71960646	1.77415	1.00328768	BSK2	BR-signaling kinase 2
249639_at	0.0048888	6.36E-05	-4.71598672	1.765001	1.00240404	AT5G36930	TIR-NBS-LRR class disease resistance protein
246858_at	0.0048888	6.38E-05	-4.71536868	1.763439	1.00177917	AT5G25930	protein kinase family protein with leucine-rich repeat domain
264746_at	0.0048888	6.39E-05	-4.7146115	1.761526	1.00141284	WRKY6	WRKY transcription factor 6
252971_at	0.0049726	6.52E-05	4.70707732	1.742485	1.00041066	PRP4	proline-rich protein 4
257363_at	0.005	6.61E-05	-4.70202585	1.729719	0.99998451	BAP2	BON1-associated protein 2
260005_at	0.005	6.62E-05	-4.70139194	1.728117	0.99941168	AT1G67920	hypothetical protein
261692_at	0.005	6.62E-05	-4.70133793	1.727981	0.99899706	CRT3	calreticulin-3
260982_at	0.0050119	6.66E-05	4.69922406	1.722639	0.99657954	AT1G53520	fatty-acid-binding protein 3
245052_at	0.0050536	6.74E-05	-4.69493798	1.711809	0.994683	AT2G26440	Probable pectinesterase/pectinesterase inhibitor 12
250829_at	0.0051043	6.83E-05	-4.69001667	1.699374	0.99393507	ADR1-L2	ADR1-like 2 protein
266270_at	0.0051352	6.90E-05	-4.68595018	1.689099	0.99388706	GSTU3	glutathione S-transferase tau 3
256911_at	0.0051352	6.96E-05	-4.68287009	1.681317	0.99342861	AT3G24090	putative glucosamine-fructose-6-phosphate aminotransferase
258915_at	0.0051352	6.98E-05	-4.68156841	1.678028	0.99307245	VPS60.1	vacuolar protein sorting protein 60.1
264025_at	0.0051352	7.01E-05	4.68016727	1.674489	0.9919586	LAX2	like AUXIN RESISTANT 2
256308_s_at	0.0051352	7.03E-05	-4.67936311	1.672457	0.98860994	MRP12///MRP13	ABC transporter C family member 11///multidrug resistance-associated protein 13
247426_at	0.0051352	7.03E-05	-4.67933576	1.672388	0.98736813	AT5G62570	calmodulin binding protein 60a
263221_at	0.0051352	7.03E-05	-4.6791737	1.671978	0.98714414	MUR4	UDP-arabinose 4-epimerase 1
262533_at	0.0051352	7.05E-05	4.67816989	1.669442	0.98518723	AT1G17090	hypothetical protein
247848_at	0.005283	7.28E-05	-4.66647437	1.639897	0.98512765	AT5G58120	TIR-NBS-LRR class disease resistance protein
245760_s_at	0.0053301	7.36E-05	-4.66200684	1.628613	0.98459601	AT1G66920///AT1G66910	putative serine/threonine protein kinase///putative protein kinase
253109_at	0.0053548	7.42E-05	4.65911739	1.621315	0.9845953	MCA1	protein MID1-complementing activity 1
258140_at	0.0053569	7.45E-05	-4.65779862	1.617984	0.98315322	ALDH2C4	aldehyde dehydrogenase 2C4
251855_at	0.0053655	7.48E-05	4.65603893	1.613539	0.98260814	AT3G54690	probable arabinose 5-phosphate isomerase
258086_at	0.0053723	7.52E-05	4.654401	1.609403	0.98110446	LTA2	dihydrolipoamide S-acetyltransferase
245985_at	0.0053798	7.55E-05	4.65272194	1.605162	0.98037313	CYP20-2	peptidyl-prolyl cis-trans isomerase CYP20-2
250077_at	0.0054804	7.73E-05	-4.64425878	1.583789	0.9798481	AT5G16680	RING/FYVE/PHD zinc finger-containing protein
256981_at	0.0054804	7.74E-05	-4.64354735	1.581993	0.97981822	BRL3	receptor-like protein kinase BRI1-like 3
267057_at	0.0054849	7.77E-05	4.64209187	1.578317	0.97910083	AT2G32500	Stress responsive alpha-beta barrel domain protein
252417_at	0.0056162	7.99E-05	-4.63194877	1.552706	0.977696	AT3G47480	putative calcium-binding protein CML47
250470_at	0.0056162	8.01E-05	4.63103229	1.550392	0.97760101	AT5G10160	putative 3-hydroxyacyl-[acyl-carrier-protein] dehydratase
261411_at	0.0056303	8.05E-05	4.62896564	1.545174	0.97721863	HTB1	histone H2B
263274_at	0.0056496	8.12E-05	-4.62587389	1.537368	0.97714509	CRCK3	calmodulin-binding receptor-like cytoplasmic kinase 3
245816_at	0.0056496	8.13E-05	4.62542005	1.536223	0.97636706	SOFL1	SOB five-like 1 protein
260125_at	0.0056658	8.18E-05	4.62323165	1.530698	0.97531252	AT1G36390	Co-chaperone GrpE family protein
256169_at	0.005698	8.25E-05	-4.62000368	1.522549	0.97329575	AT1G51800	putative leucine-rich repeat protein kinase
251920_at	0.0057242	8.31E-05	4.61717649	1.515412	0.97314101	UPP	uracil phosphoribosyltransferase
247442_s_at	0.0058048	8.46E-05	4.61049469	1.498547	0.97306308	TUB3///TUB2	tubulin beta-2/beta-3 chain///tubulin beta-2/beta-3 chain
252442_at	0.0058048	8.48E-05	4.60975829	1.496688	0.97266312	DUT1	deoxyuridine 5'-triphosphate nucleotidohydrolase
262542_at	0.0058151	8.58E-05	-4.60556311	1.4861	0.97260407	NAC016	NAC domain containing protein 16
260998_at	0.0058151	8.59E-05	4.60482176	1.484229	0.97171354	AT1G26590	C2H2-like zinc finger protein
247377_at	0.0058151	8.60E-05	4.60430271	1.482919	0.97146902	AT5G63180	putative pectate lyase 22
264223_s_at	0.0058151	8.64E-05	-4.60276308	1.479033	0.97144304	AT1G67520///CES101	G-type lectin S-receptor-like serine/threonine-protein kinase///G-type lectin S-receptor-like serine/threonine-protein kinase CES101
249719_at	0.0058151	8.65E-05	-4.60232665	1.477932	0.971238	AT5G35735	putative auxin-responsive protein
251736_at	0.0058151	8.66E-05	4.6020395	1.477207	0.96986172	AT3G56130	biotin/lipoyl attachment domain-containing protein
260110_at	0.0058151	8.68E-05	-4.60115049	1.474963	0.96940918	AT1G63350	CC-NBS-LRR class disease resistance protein
247314_at	0.0058151	8.70E-05	-4.60027862	1.472763	0.96940532	SAL2	"3'(2'),5'-bisphosphate nucleotidase"
254702_at	0.0059424	8.94E-05	-4.59011458	1.447115	0.96733419	AT4G17940	tetratricopeptide repeat domain-containing protein
266782_at	0.0059424	8.98E-05	-4.58858291	1.44325	0.96437558	GLR2.7	glutamate receptor 2.7
253579_at	0.0059424	8.99E-05	4.58787142	1.441455	0.96363277	BRS1	serine carboxypeptidase 24
251174_at	0.0059424	9.01E-05	4.58718048	1.439712	0.96313391	PLP9	PATATIN-like protein 9
267127_at	0.0059424	9.02E-05	4.58684879	1.438875	0.96181022	MES3	methyl esterase 3
266893_at	0.0059567	9.07E-05	4.58488267	1.433915	0.96027742	RTE1	protein REVERSION-TO-ETHYLENE SENSITIVITY 1
259666_at	0.0059761	9.12E-05	-4.58260742	1.428174	0.95960117	SR33	SC35-like splicing factor 33
258684_at	0.0059787	9.15E-05	4.581381	1.42508	0.95956169	AT3G08680	leucine-rich repeat protein kinase family protein
248224_at	0.0059922	9.25E-05	4.5775299	1.415365	0.95910285	AT5G53490	thylakoid lumenal protein-17.4
249918_at	0.0059922	9.25E-05	-4.57749934	1.415288	0.95835589	AT5G19240	GPI-anchored glycoprotein membrane precursor
250435_at	0.0059922	9.25E-05	-4.57736253	1.414943	0.95741639	RING1	E3 ubiquitin-protein ligase RING1
266946_at	0.0060145	9.35E-05	4.57354376	1.40531	0.95739851	AT2G18890	putative receptor-like kinase
258515_at	0.0060145	9.36E-05	4.57311561	1.40423	0.95687848	ACLB-1	ATP-citrate lyase B-1
246099_at	0.0060145	9.37E-05	-4.57283033	1.40351	0.95679801	BCB	blue-copper-binding protein
260847_s_at	0.0060277	9.41E-05	-4.57097447	1.398829	0.95614503	ALAAT2///AlaAT1	alanine aminotransferase 2///alanine aminotransferase
245393_at	0.0060968	9.55E-05	-4.56570558	1.385539	0.95605504	AT4G16260	"putative beta-1,3-endoglucanase"
266841_at	0.0061157	9.61E-05	-4.56351801	1.380022	0.95512344	HSFA2	heat stress transcription factor A-2
247594_at	0.0061481	9.68E-05	-4.56052087	1.372463	0.9528981	AT5G60800	heavy metal transport/detoxification domain-containing protein
245882_at	0.0061536	9.72E-05	-4.55915684	1.369024	0.95258524	DIC3	dicarboxylate carrier 3
249777_at	0.0061575	9.75E-05	-4.55789051	1.36583	0.95208844	AT5G24210	lipase class 3 family protein
260274_at	0.0061845	9.82E-05	-4.55523763	1.35914	0.95111311	NHO1	glycerol kinase
265872_at	0.0062254	9.92E-05	-4.55177245	1.350403	0.95031052	NUDT17	nudix hydrolase 17
248026_at	0.0062439	9.97E-05	4.54964877	1.345048	0.94914403	AT5G55710	hypothetical protein
251429_at	0.0062539	1.00E-04	-4.54803324	1.340975	0.94899655	DL1E	dynamin-related protein 1E
254785_at	0.0062774	1.01E-04	4.54518722	1.333799	0.9481823	FLA2	fasciclin-like arabinogalactan protein 2
263754_at	0.0062774	1.01E-04	-4.54422835	1.331382	0.94800861	AT2G21510	DNAJ heat shock N-terminal domain-containing protein
263535_at	0.0062774	1.01E-04	4.54359682	1.32979	0.94800732	AT2G24970	hypothetical protein
256989_at	0.0062879	1.02E-04	-4.54085257	1.322871	0.94723484	AT3G28580	AAA-type ATPase family protein
248381_at	0.0062879	1.02E-04	-4.54027338	1.321411	0.94571653	AT5G51830	pfkB-like carbohydrate kinase family protein
258877_at	0.0062879	1.02E-04	4.5399593	1.320619	0.94446438	EXPA13	expansin A13
262548_at	0.0063142	1.03E-04	-4.53676076	1.312556	0.94348911	AGO2	argonaute 2
250796_at	0.0063142	1.04E-04	-4.53544458	1.309239	0.94274389	AT5G05300	hypothetical protein
251975_at	0.0063142	1.04E-04	-4.53528969	1.308848	0.94228554	AT3G53230	cell division control protein 48-B
248551_at	0.0063142	1.04E-04	-4.5337234	1.3049	0.94209225	WR3	high-affinity nitrate transporter 3.1
246744_at	0.0063142	1.04E-04	-4.53301594	1.303117	0.94193248	AT5G27760	hypoxia-responsive family protein
261986_s_at	0.0063142	1.04E-04	-4.53244778	1.301685	0.94192183	CYP76C5///CYP76C6	"cytochrome P450, family 76, subfamily C, polypeptide 5///cytochrome P450, family 76, subfamily C, polypeptide 6"
256729_at	0.006318	1.05E-04	4.53123768	1.298635	0.94031032	AT3G25680	hypothetical protein
261763_at	0.0063736	1.06E-04	-4.52662009	1.286997	0.93937443	PDR12	ABC transporter G family member 40
251336_at	0.0063736	1.06E-04	-4.52602852	1.285506	0.93834519	BAP1	BON association protein 1
248975_at	0.0063746	1.07E-04	4.52440722	1.28142	0.93829055	AT5G45040	cytochrome c6
259534_at	0.0063746	1.07E-04	-4.52401912	1.280442	0.9371054	AT1G12290	CC-NBS-LRR class disease resistance protein
264645_at	0.0064727	1.09E-04	-4.5173801	1.263712	0.9358317	AT1G08940	phosphoglycerate mutase-like protein
267026_at	0.0065602	1.11E-04	-4.51063809	1.246725	0.93499682	AT2G38340	dehydration-responsive element-binding protein 2E
261925_at	0.0065602	1.11E-04	4.51046231	1.246282	0.93478015	AT1G22540	probable peptide/nitrate transporter
254178_at	0.0065846	1.12E-04	-4.50812094	1.240383	0.93338992	AT4G23880	hypothetical protein
259198_at	0.0066252	1.13E-04	-4.50487278	1.232201	0.93333663	AT3G03610	ELMO/CED-12 family protein
263132_at	0.0066642	1.13E-04	4.50173941	1.224308	0.93225371	AT1G78560	sodium Bile acid symporter family
254204_at	0.0066946	1.14E-04	-4.49909265	1.217641	0.93162591	AT4G24160	lysophosphatidic acid acyltransferase
245934_at	0.0067077	1.15E-04	-4.49741218	1.213408	0.93160976	NAC082	NAC domain containing protein 82
253477_at	0.0067167	1.15E-04	4.49595848	1.209747	0.93092385	APX6	L-ascorbate peroxidase
247912_at	0.0067602	1.16E-04	-4.49261719	1.201332	0.93010835	AT5G57480	AAA-type ATPase family protein
265161_at	0.006784	1.17E-04	-4.49036339	1.195656	0.93002986	VSR6	vacuolar sorting receptor 6
247602_at	0.0067922	1.18E-04	-4.48822751	1.190277	0.92987942	RLK1	receptor-like protein kinase 1
261893_at	0.0067922	1.18E-04	4.48802357	1.189763	0.92976849	AT1G80690	PPPDE putative thiol peptidase family protein
262563_at	0.0067962	1.18E-04	4.48686644	1.18685	0.92906909	SERK2	somatic embryogenesis receptor kinase 2
252280_at	0.0068415	1.19E-04	4.48307003	1.17729	0.92808699	iqd21	protein IQ-domain 21
253650_at	0.0068415	1.19E-04	4.48252629	1.175921	0.92642827	AT4G30020	PA-domain containing subtilase family protein
262980_at	0.0068635	1.20E-04	4.48040001	1.170568	0.92578786	GH9B7	glycosyl hydrolase 9B7
260644_at	0.0068711	1.21E-04	4.47905875	1.167191	0.92434454	AT1G53290	"putative beta-1,3-galactosyltransferase 14"
259805_at	0.0068779	1.21E-04	-4.47776347	1.16393	0.92322904	RLP7	receptor like protein 7
265221_s_at	0.0069535	1.23E-04	-4.47277669	1.151376	0.92171716	GAD4///GAD3	glutamate decarboxylase 4///glutamate decarboxylase 3
267293_at	0.0069762	1.23E-04	-4.47064178	1.146002	0.92161035	TET8	tetraspanin8
260685_at	0.007091	1.26E-04	4.46366326	1.128437	0.91780689	GLYR2	glyoxylate reductase 2
251422_at	0.007121	1.27E-04	-4.46117135	1.122166	0.9170418	AT3G60540	"Preprotein translocase Sec, Sec61-beta subunit protein"
257185_at	0.0071734	1.28E-04	-4.45753279	1.113009	0.916991	MRP7	ABC transporter C family member 7
267550_at	0.0072112	1.29E-04	-4.45379649	1.103608	0.91674751	AP4.3A	serine/threonine protein kinase AP4.3A
247354_at	0.0072112	1.29E-04	-4.45332089	1.102411	0.9152688	FLS3	flavonol synthase 3
251639_at	0.0072112	1.29E-04	4.45284299	1.101209	0.91338701	NAGK	acetylglutamate kinase
248174_at	0.0072272	1.30E-04	4.45039088	1.095039	0.91208801	AT5G54600	50S ribosomal protein L24
262498_at	0.0072272	1.30E-04	4.45020196	1.094564	0.91136644	OGG1	8-oxoguanine-DNA glycosylase 1
264936_at	0.0072688	1.32E-04	-4.44606195	1.084148	0.91079013	EDA16	protein EMBRYO SAC DEVELOPMENT ARREST 16
267202_s_at	0.0072688	1.32E-04	-4.44597647	1.083933	0.91049306	ORP1B///ORP1A	oxysterol binding protein-related protein 1B///oxysterol binding protein-related protein 1A
253779_at	0.0072688	1.32E-04	-4.44536072	1.082384	0.91023431	HAE	receptor-like protein kinase 5
256125_at	0.0073131	1.33E-04	4.44220785	1.074453	0.91014555	ATLP-1	Thaumatin-like protein
254252_at	0.0073266	1.34E-04	-4.44039344	1.069889	0.90943127	CRK23	putative cysteine-rich receptor-like protein kinase 23
261240_at	0.0073266	1.34E-04	-4.4387899	1.065856	0.90880899	SBT3.5	Subtilase 3.5
257919_at	0.0073266	1.35E-04	-4.43838655	1.064841	0.90831747	MYB15	myb domain protein 15
247161_at	0.0073266	1.35E-04	4.43699527	1.061342	0.90702645	AT5G65810	protein COTTON GOLGI-RELATED 3
266070_at	0.0073266	1.35E-04	-4.43659615	1.060338	0.90669329	PNP-A	plant natriuretic peptide A
250075_at	0.0073266	1.35E-04	4.43617268	1.059273	0.90648203	AT5G17670	hydrolase-like protein
257034_at	0.0073266	1.36E-04	4.43529575	1.057068	0.90615837	AT3G19184	AP2/B3-like transcriptional factor family protein
248250_at	0.0073324	1.36E-04	-4.43412038	1.054112	0.90612911	CNGC1	cyclic nucleotide-gated ion channel 1
253117_at	0.0073353	1.37E-04	4.43309373	1.05153	0.90607092	AT4G35905	hypothetical protein
